,ticker,thong tin
454,BCB,"Công ty Cổ phần 397 (BCB) có tiền thân là Đội Khai thác Than số 1 trực thuộc Công ty Đông Bắc được thành lập vào tháng 06/1996. Công ty hoạt động trong lĩnh vực khai thác và kinh doanh than. BCB chính thức hoạt động theo mô hình công ty cổ phần từ tháng 04/2018. Là đơn vị thành viên trực thuộc Tổng Công ty Đông Bắc, BCB chỉ thực hiện khai thác than tại các khu vực trong ranh giới mỏ được cấp giấy phép và theo kế hoạch khai thác của Tổng Công ty Đông Bắc. BCB được giao dịch trên thị trường UPCOM từ cuối tháng 10/2018. "
1032,BCC," Công ty Cổ phần Xi măng Bỉm Sơn (BCC) có tiền thân là Nhà máy Xi măng Bỉm Sơn được thành lập vào năm 1980. Công ty hoạt động chính trong lĩnh vực sản xuất, kinh doanh, xuất nhập khẩu xi măng, clinker và các loại vật liệu xây dựng khác. BCC chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Công ty có tổng công suất sản xuất clinker đạt 3,1 triệu tấn/năm và tổng công suất nghiền xi măng đạt 4 triệu tấn/năm. Sản lượng tiêu thụ của BCC chiếm khoảng 6,3% thị phần tiêu thụ nội địa và khoảng 11% thị phần với sản lượng tiêu thụ đạt khoảng 110.000 - 120.000 tấn/tháng tại thị trường miền Trung. Năm 2006, công ty chính thức được niêm yết và giao dịch tại Sở giao dịch Chứng khoán Hà Nội (HNX).  "
1033,BCE,"Công ty Cổ phần Xây Dựng và Giao Thông Bình Dương (BCE) được thành lập năm 2002. Công ty hoạt động chính trong lĩnh vực xây dựng dân dụng công nghiệp, giao thông và kinh doanh bất động sản. Các hoạt động sản xuất kinh doanh của công ty chủ yếu diễn ra tại Bình Dương. Công ty đã tham gia thi công thành công nhiều công trình với tiến độ thi công đảm bảo và chất lượng cao như: Trung tâm thương mại Mỹ Phước II, dự án phố thương mại Rich Town tại thành phố mới Bình Dương, Văn phòng Khu Liên Hợp Tỉnh Bình Dương. So với các đơn vị cùng ngành có thương hiệu mạnh như Công ty CP Xây Dựng và Đĩa ốc Hòa Bình, COTECCONS, Cơ khí Hai Thành, Tiên Tiến, Đại Dũng, trình độ khoa học kỹ thuật công nghệ của công ty đạt vào hạng khá. Trong lĩnh vực bất động sản, BCE đã thực hiện thành công nhiều dự án lớn như Trung tâm thương mại Mỹ Phước II, phố thương mại Rich Town... Ngày 28/06/2010 BCE chính thức giao dịch tại Sở Giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE). "
671,BCF," Công ty Cổ phần thực phẩm Bích Chi (BCF), tiền thân là Nhà máy Bột Bích Chi, được thành lập năm 1966. Năm 2000, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần. Hoạt động sản xuất chính của công ty là sản xuất, chế biến lương thực-thực phẩm như: hủ tiếu – phở - miến –mì ăn liền, bột dinh dưỡng, bột gạo và kinh doanh xuất nhập khẩu các loại thực phẩm. Công ty có 04 dòng sản phẩm chính là bột dinh dưỡng, bánh phồng tôm, sản phẩm chế biến từ bột gạo, và sản phẩm ăn liền.Thị trường xuất khẩu mang lại thu nhập chính cho công ty. Các thị trường xuất khẩu của công ty bao gồm Nhật, Hàn Quốc, Úc, Pháp, Anh, Mỹ, Đông Âu, Tây Âu. Ngày 16/03/2020, BCF chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
59,BCG," Công ty Cổ phần Bamboo Capital (BCG) có tiền thân là Công ty Cổ phần Thủ Phủ Tre được thành lập vào năm 2011. Công ty hoạt động trong các lĩnh vực đầu tư tài chính, sản xuất - thương mại, xây dựng, kinh doanh bất động sản và năng lượng tái tạo. BCG phát triển mảng sản xuất và thương mại trên những dòng sản phẩm chủ lực từ hệ thống công ty thành viên và liên kết, bao gồm đồ gỗ, bột sắn, cà phê, vật liệu xây dựng. BCG tham gia đầu tư xây dựng công trình giao thông theo hình thức BOT, BT. Công ty còn liên kết với các đối tác có tiềm lực tài chính cùng đầu tư và phát triển các dự án bất động sản tại thành phố Hồ Chí Minh, Đà Nẵng, Quảng Nam và các vùng lân cận. Bên cạnh đó, Công ty còn tham gia đầu tư phát triển các dự án năng lượng tái tạo. Hoạt động kinh doanh của công ty chủ yếu diễn ra tại các tình miền Nam và Nam Trung Bộ. Ngày 16/07/2015, BCG chính thức được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  "
1,BCM,"Tổng Công ty Đầu tư và Phát triển Công nghiệp (BCM) có tiền thân là Công ty Thương Nghiệp Tổng Hợp Bến Cát (Becamex), được thành lập vào năm 1976. Tổng công ty hoạt động trong lĩnh vực đầu tư phát triển công nghiệp - đô thị, xây dựng dân dụng - công nghiệp - giao thông. Becamex IDC đang xây dựng và đưa vào sử dụng 40.000 căn hộ trong dự án tổng thể cung cấp 102.000 căn hộ cho 248.000 người ở Thuận An, Thủ Dầu Một, Bến Cát và Bàu Bàng. BCM được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối tháng 07/2020. "
948,BCP," Công ty Cổ phần Dược Enlie (BCP), có tiền thân là Công ty Dược phẩm tỉnh Sông Bé, đăng kí kinh doanh lần đầu ngày 29/12/2005. Công ty hoạt động chính trong lĩnh vực sản xuất, kinh doanh phân phối dược phẩm, dược liệu và vật tư y tế. Công ty có Nhà máy đạt tiêu chuẩn GMP và nhiều phòng kiểm nghiệm, hệ thống kho lưu trữ đạt tiêu chuẩn kiểm nghiệm và bảo quản thuốc. BCP đã xây dựng được hệ thống phân phối và quầy thuốc bán lẻ, tập trung tại các tỉnh phía Nam. Ngày 14/09/2015, ngày giao dịch đầu tiên trên thị trường UPCOM.  "
845,BCV,"Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico (BCV) có tiền thân là Nhà khách Bằng Giang trực thuộc UBND tỉnh Cao Bằng được thành lập vào năm 1996. Công ty hoạt động trong lĩnh vực kinh doanh khách sạn, nhà hàng, ăn uống, giải khát, cho thuê hội trường, và kinh doanh lữ hành nội địa và quốc tế. BCV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2008. Công ty sở hữu Khách sạn Bằng Giang với quy mô 65 phòng đạt tiêu chuẩn quốc tế tọa lạc tại số 001 phố Kim Đồng, phường Hợp Giang, thành phố Cao Bằng. Bên cạnh đó, Công ty còn cung cấp dịch vụ ăn uống giải khát và kinh doanh các dịch vụ phụ trợ khác như dịch vụ lữ hành du lịch, cho thuê hội trường, cho thuê hội trường, kiosk bán hàng. BCV được giao dịch trên thị trường UPCOM từ tháng 03/2021.  "
806,BDB,"Công ty Cổ phần Sách và Thiết bị Bình Định (BDB) có tiền thân là Công ty Sách - Thiết bị Trường học Nghĩa Bình được thành lập vào năm 1982. Từ năm 2007, Công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Lĩnh vực kinh doanh chính của Công ty là mua bán sách giáo khoa, sách các loại, thiết bị giáo dục, văn phòng phẩm và thiết bị vi tính. Hiện nay công ty có hệ thống 6 cửa hàng nằm tại trung tâm thành phố và phân bố đều tại trung tâm các huyện/thị xã của Tỉnh. Công ty có nhà máy chế biến gỗ rộng hơn 27.000 m2 và xưởng in phục vụ các ấn phẩm cho ngành giáo dục. BDB chính thức được niêm yết tại Sở Giao dịch Chứng khoán Hà Nội (HNX) từ năm 2010. "
749,BDG,"Công ty Cổ phần May mặc Bình Dương (BDG) tiền thân là Công ty TNHH MTV May mặc Bình Dương, được thành lập năm 1989. Công ty chuyển đổi sang hình thức cổ phần từ năm 2015. Hoạt động kinh doanh chính của công ty là gia công áo sơ mi, quần jeans và quần kaki. Công ty có 4 xưởng sản xuất với công suất 200.000 áo sơ mi và 700.000 quần các loại một tháng. Thị trường tiêu thụ chính là Châu Âu và Mỹ. Khách hàng chủ chốt bao gồm Rock Revival, Miss Me, Pacific Sunwear (Hoa Kỳ); Olymp, Tom Tailor, Tommy Hilfiger (EU). BDG chính thức được giao dịch tại Thị trường Upcom vào năm 2016. "
1104,BDT,"Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp (BDT) có tiền thân là Công ty Xây lắp và Vật liệu xây dựng Đồng Tháp, được thành lập từ năm 1992. Công ty hoạt động chính trong lĩnh vực thi công xây lắp các công trình giao thông, công nghiệp, dân dụng. Bên cạnh đó, Công ty còn tham gia vào sản xuất kinh doanh vật liệu xây dựng, phụ tùng cơ khí và kinh doanh hạ tầng khu công nghiệp và nhà đất. BDT chính thức hoạt động theo mô hình công ty cổ phần từ tháng 11/2016. Công ty hiện đang quản lý vận hành 01 hệ thống trạm trộn bê tông nhựa nóng công suất 64 tấn/giờ, 02 trạm trộn bê tông tươi 60m3/giờ, và 01 trạm trộn bê tông tươi 30m3/giờ. Công ty còn sở hữu 3 xí nghiệp xây dựng & cơ khí, 1 ban quản lý khu công nghiệp Trần Quốc Toản, 1 trung tâm thử nghiệm và kiểm định chất lượng xây dựng, 1 sàn giao dịch bất động sản và các cửa hàng kinh doanh vật liệu xây dựng. BDT được giao dịch trên thị trường UPCOM từ tháng 09/2017. "
281,BDW,"Công ty Cổ phần Cấp thoát nước Bình Định (BDW) có tiền thân là Nhà máy nước Quy Nhơn được thành lập vào năm 1976. Hoạt động kinh doanh chủ yếu của công ty gồm: (i) sản xuất và cung cấp nước sạch phục vụ cho các khách hàng trên địa bàn thành phố Quy Nhơn, khu vực thị xã Bình Định, và 8 thị trấn lân cận; (ii) xây lắp và hút bể phốt hầm cầu; (iii) xây lắp, duy trì hệ thống cấp thoát nước; và (iv) kinh doanh mua bán vật tư ngành cấp thoát nước. BDW được giao dịch trên thị trường UPCOM từ năm 2015. "
807,BED,"Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng (BED) có tiền thân Doanh nghiệp Nhà nước Công ty Sách và Thiết bị trường học Đà Nẵng được thành lập vào năm 1982. Công ty hoạt động trong lĩnh vực sản xuất, kinh doanh, cung ứng sách vở, thiết bị giảng dạy và học tập cho giáo viên và học sinh trên địa bàn thành phố Đà Nẵng. Công ty chuyển sang mô hình công ty cổ phần từ năm 2004. Ngày 21/10/2009, BED chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). "
731,BEL," Công ty Cổ phần Điện tử Biên Hoà (BEL) có tiền thân là Xí nghiệp Sanyo Industries Việt Nam, được thành lập vào năm 1971. Công ty tập trung phát triển sản xuất và kinh doanh các sản phẩm điện, điện tử, cụ thể là máy thu hình màu, camera quan sát, các thiết bị âm thanh, và các sản phẩm tin học. Công ty đã tiếp thu các công nghệ tiên tiến, thiết kế và sản xuất các sản phẩm mang thương hiệu Việt Nam như VIETTRONICS, BELCO. Bên cạnh đó, BEL còn tham gia cho thuê văn phòng và xuất nhập khẩu. BEL được giao dịch trên thị trường UPCOM từ tháng 07/2016.  "
502,BFC," Công ty Cổ phần Phân bón Bình Điền (BFC) có tiền thân là Công ty Phân bón Thành Tài (Thataco) được thành lập vào năm 1973. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh các sản phẩm phân bón, với sản phẩm chính phân bón Đầu Trâu. BFC được cổ phần hóa và hoạt động theo hình thức công ty cổ phần từ năm 2011. Công ty là doanh nghiệp dẫn đầu về năng lực sản xuất và thị phần phân bón NPK trên thị trường Việt Nam. Công ty hiện quản lý 1 nhà máy chính và có 5 công ty thành viên. BFC chiếm 28% thị phần phân bón khu vực phía Nam và Tây Nguyên, 10% thị phần khu vực miền trung và 10% thị phần khu vực miền Bắc. BFC được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2015.  "
283,BGW,"Công ty Cổ phần Nước sạch Bắc Giang (BGW) có tiền thân là đội Xây dựng công trình 76 thuộc Công ty Xây dựng tỉnh Hà Bắc, được thành lập từ năm 1976. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh nước sạch trên địa bàn thành phố Bắc Giang và Lục Nam. BGW chính thức hoạt động theo mô hình công ty cổ phần từ năm 2015. Công ty hiện đang quản lý, khai thác và vận hành hệ thống cấp nước có tổng công suất 38.500m3/ngày đêm. BGW được giao dịch trên thị trường UPCOM từ cuối tháng 10/2017. "
231,BHA,"Công ty Cổ phần Thủy điện Bắc Hà (BHA) được thành lập vào năm 2008. Công ty hoạt động chính trong lĩnh vực sản xuất, truyền tải và phân phối điện năng. BHA trở thành công ty đại chúng từ tháng 05/20217. Công ty quản lý vận hành Nhà máy Thủy điện Bắc Hà gồm 2 tổ máy với công suất lắp máy 90MW. Mỗi năm, Nhà máy cung cấp 300 triệu kWh điện thương phẩm vào lưới điện quốc gia. BHA được giao dịch trên thị trường UPCOM từ tháng 08/2017. "
